store_name,si,gu,ro,zip_code,addr,tel,x_code,y_code
은혜약국,경기,가평군,연인길,12418,경기도 가평군 가평읍 연인길 3 (가평읍),031-581-7227,127.5140468,37.8284328
한천당약국,경기,가평군,가화로,12419,경기도 가평군 가평읍 가화로 118 (가평읍),031-582-4994,127.5138172,37.8302647
한마음약국,경기,가평군,연인1길,12418,경기도 가평군 가평읍 연인1길 1 (),031-582-2174,127.5136674,37.8293697
가평온누리약국,경기,가평군,가화로,12418,경기도 가평군 가평읍 가화로 113 (가평읍),031-581-8777,127.5133515,37.8297489
효정약국,경기,가평군,미사리로,12461,경기도 가평군 설악면 미사리로 267-181 1층,031-585-7639,127.5131913,37.830634
조은약국,전남,순천시,우명길,57991,전라남도 순천시 우명길 35 (연향동),061-745-9633,127.5128734,34.9483114
효성온누리약국,전남,순천시,우명길,57991,전라남도 순천시 우명길 41 (연향동),061-745-0082,127.5128471,34.9477084
이우진약국,충북,청주상당구,무농정로,28780,충청북도 청주시 상당구 무농정로 96 1층 16호 (용암동),043-285-2181,127.5116974,36.609978
온약국,전남,순천시,충효로,57964,전라남도 순천시 충효로 15 메가박스 1층 109호 (덕암동),,127.5108541,34.9412513
우림약국,경기,가평군,가화로,12413,경기도 가평군 가평읍 가화로 155-19 (우림약국),031-582-5661,127.5105918,37.832965
소라약국,충북,청주상당구,원봉로,28778,"충청북도 청주시 상당구 원봉로 21 112호 (용암동, 소라아파트상가)",043-296-2551,127.5105055,36.612123
행복한약국,충북,청주상당구,중흥로,28767,충청북도 청주시 상당구 중흥로 149-1 1층 (용암동),043-214-9747,127.5103629,36.617294
소명약국,경기,가평군,석봉로,12413,경기도 가평군 가평읍 석봉로 198 (),031-581-0388,127.5100942,37.8326551
새하나약국,전남,순천시,팔마로,57964,전라남도 순천시 팔마로 217 1층 (덕암동),061-745-3311,127.5099473,34.9403325
정화약국,충북,청주상당구,중흥로,28767,충청북도 청주시 상당구 중흥로 145 1층 (용암동),043-218-1004,127.5099128,36.6169457
보리약국,충북,청주상당구,중고개로,28752,"충청북도 청주시 상당구 중고개로 286 (금천동, 장자마을9단지부영아파트)",043-288-2626,127.5095866,36.6284612
보현약국,충북,청주상당구,꽃산동로,28729,"충청북도 청주시 상당구 꽃산동로 25 1층 6호 (금천동, 우미린상가)",043-268-7706,127.5095657,36.6239567
파란약국,충북,청주상당구,용암로,28781,"충청북도 청주시 상당구 용암로 3 (용암동, 덕성그린타운)",043-293-8275,127.5094743,36.6091007
조일약국,경기,가평군,석봉로,12413,경기도 가평군 가평읍 석봉로 224 (),031-581-1718,127.5093556,37.8349177
척척약국,전남,순천시,팔마로,57964,"전라남도 순천시 팔마로 205 (덕암동, 엠제이빌딩102호)",061-742-2261,127.5093028,34.9414039
율량세종약국,충북,청주청원구,율중로79번길,28315,충청북도 청주시 청원구 율중로79번길 34 103호 (율량동),043-213-1055,127.5092807,36.6603138
맑은약국,전남,순천시,팔마로,57993,"전라남도 순천시 팔마로 212 1층 (풍덕동, 이타워빌딩)",061-744-4700,127.5090508,34.9405169
율량약국,충북,청주청원구,율량로,28318,충청북도 청주시 청원구 율량로 96 102호 (주성동),043-212-0805,127.5083966,36.6074295
옵티마성심약국,충북,진천군,덕금로,27856,충청북도 진천군 덕산면 덕금로 818 (),043-533-8330,127.5082191,36.9125746
튼튼한약국,충북,청주상당구,원봉로,28768,충청북도 청주시 상당구 원봉로 62 102호 (용암동),043-234-1071,127.5082184,36.6147884
정다운약국,충북,청주상당구,효촌송암1길,28187,충청북도 청주시 상당구 남일면 효촌송암1길 3 (남일면),043-233-5335,127.5081492,36.5886488
팜프라자약국,충북,청주상당구,무농정로,28783,충청북도 청주시 상당구 무농정로 32 (방서동),070-4135-9532,127.507392,36.6048174
청주동화약국,충북,청주상당구,수영로,28744,충청북도 청주시 상당구 수영로 307 1층 (용담동),043-296-6000,127.5068712,36.631876
호암장수약국,충북,충주시,호암수청2로,27502,충청북도 충주시 호암수청2로 15 1층 104호 (호암동),043-724-9555,127.50672,36.6090694
청주약국,충북,진천군,초금로,27852,충청북도 진천군 덕산면 초금로 762 762,043-536-4202,127.5065635,36.9122498
신중앙약국,충북,청주상당구,중고개로,28728,충청북도 청주시 상당구 중고개로 305 (금천동),043-223-0228,127.5065499,36.6289702
한마음약국,충북,청주상당구,쇠내로,28740,충청북도 청주시 상당구 쇠내로 126 (금천동),043-255-5771,127.5063314,36.6224968
순천당약국,충북,청주상당구,수영로,28744,충청북도 청주시 상당구 수영로 293 (금천동),043-284-6789,127.5059314,36.6306421
굿모닝약국,충북,청주상당구,수영로,28744,충청북도 청주시 상당구 수영로 285 (금천동),043-296-2288,127.5055246,36.6300333
건강드림약국,충북,청주상당구,수영로,28727,충청북도 청주시 상당구 수영로 277 (금천동),043-224-7555,127.5052915,36.6294085
청주제일약국,충북,청주상당구,중고개로,28744,충청북도 청주시 상당구 중고개로 320 (금천동),043-287-7072,127.505239,36.6301178
용암약국,충북,청주상당구,1순환로,28776,충청북도 청주시 상당구 1순환로 1261 1층 (용암동),043-295-3645,127.5052085,36.6086687
힘찬약국,충북,청주상당구,월평로,28776,충청북도 청주시 상당구 월평로 190 (용암동),043-295-0557,127.5051018,36.6095862
옵티마청주제일약국,충북,청주상당구,월평로184번길,28776,충청북도 청주시 상당구 월평로184번길 5 (용암동),043-294-0188,127.5046597,36.6098608
큰사랑약국,충북,청주상당구,월평로,28776,충청북도 청주시 상당구 월평로 182 (용암동),043-294-8088,127.5043669,36.6100394
한일약국,충북,청주상당구,수영로,28732,충청북도 청주시 상당구 수영로 228 (금천동),043-253-4838,127.5042353,36.6249744
온누리부부약국,전남,순천시,남산로,57993,전라남도 순천시 남산로 144 (풍덕동),061-742-1025,127.5040375,34.9403596
행복약국,충북,청주상당구,중고개로,28744,"충청북도 청주시 상당구 중고개로 334 2층 (금천동, 의화빌딩)",043-286-0068,127.503971,36.630627
별약국,충북,청주상당구,중고개로,28744,"충청북도 청주시 상당구 중고개로 336 102호 (금천동, 엔젤타워)",043-297-7333,127.5037569,36.6307172
우리들약국,충북,청주상당구,월평로,28776,충청북도 청주시 상당구 월평로 174 (용암동),043-286-0008,127.5036947,36.6104773
아름약국,충북,청주상당구,쇠내로91번길,28733,충청북도 청주시 상당구 쇠내로91번길 7 (금천동),043-223-2131,127.5035869,36.6251412
가람약국,충북,청주상당구,월평로,28776,충청북도 청주시 상당구 월평로 172 (용암동),043-293-7272,127.5035448,36.6105965
굿모닝사랑약국,충북,청주상당구,산성로92번길,28744,"충청북도 청주시 상당구 산성로92번길 6 1층 (금천동, 굿모닝타워)",043-283-8175,127.5035354,36.6308054
남부종합약국,전남,순천시,중앙초등아랫길,57963,전라남도 순천시 중앙초등아랫길 80 (풍덕동),061-741-0061,127.5034709,34.9421701
건강제일약국,충북,청주상당구,중흥로,28776,충청북도 청주시 상당구 중흥로 54-1 (용암동),043-286-9337,127.5032915,36.6104439
금천약국,충북,청주상당구,쇠내로,28734,충청북도 청주시 상당구 쇠내로 82 (금천동),043-259-8057,127.502837,36.6248066
양평새길약국,경기,양평군,중앙로,12550,경기도 양평군 양평읍 중앙로 127 2층,031-774-3988,127.5027902,37.4933424
팜스토리약국,경기,양평군,남북로,12560,경기도 양평군 양평읍 남북로 76 롯데마트 지하1층,031-773-9412,127.5026415,37.4894528
성대약국,전남,순천시,팔마로,57963,전라남도 순천시 팔마로 132 (조곡동),061-744-3046,127.5025616,34.945097
다복한약국,전남,순천시,하풍동길,57994,전라남도 순천시 하풍동길 74 1층 (풍덕동),061-743-7238,127.5023233,34.9396403
반약국,충북,청주상당구,산성로,28726,"충청북도 청주시 상당구 산성로 68 1층 (금천동, 엘림빌딩)",043-258-5577,127.5022251,36.6292002
역전약국,전남,순천시,풍덕주택길,57962,전라남도 순천시 풍덕주택길 10 (조곡동),061-743-2387,127.5019403,34.944728
고려약국,경기,양평군,시민로,12559,경기도 양평군 양평읍 시민로 91 (),031-771-2229,127.501865,37.4910347
순천새미래약국,전남,순천시,팔마로,57960,"전라남도 순천시 팔마로 3 1층 (장천동, 삼익빌딩)",,127.5017768,34.944952
한사랑약국,충북,음성군,덕정로,27649,충청북도 음성군 삼성면 덕정로 77 (삼성면),043-883-3002,127.4999937,37.0208302
메디팜세안약국,충북,청주상당구,용담로,28521,충청북도 청주시 상당구 용담로 81 (탑동),043-221-7170,127.4998038,36.6325074
온누리백제약국,전남,순천시,팔마로,57964,전라남도 순천시 팔마로 103 (조곡동),061-743-5999,127.4997994,34.946037
삼화약국,충북,청주상당구,단재로,28738,충청북도 청주시 상당구 단재로 141-1 (영운동),043-256-7548,127.4990927,36.6171442
종로약국,충북,음성군,덕정로,27652,충청북도 음성군 삼성면 덕정로 64 (삼성면),043-878-5454,127.4988115,37.0199368
배들약국,전남,순천시,배들이길,57925,전라남도 순천시 서면 배들이길 17 상가동 1층 101호 (선평배들마을아파트),061-752-5450,127.4981214,34.9887404
형제약국,충북,청주상당구,단재로,28737,충청북도 청주시 상당구 단재로 117 (영운동),043-256-3385,127.4979192,36.6188811
충남약국,충남,금산군,인삼약초로,32739,충청남도 금산군 금산읍 인삼약초로 45 (금산읍),041-754-2616,127.4975118,36.1014629
대한약국,충남,금산군,인삼약초로,32739,충청남도 금산군 금산읍 인삼약초로 45 (국제인삼시장8-7호),041-753-1701,127.4975118,36.1014629
푸른솔약국,충북,청주상당구,문의시내로,28208,충청북도 청주시 상당구 문의면 문의시내로 43 (문의면),043-296-3956,127.4972717,36.5170931
율량열린약국,충북,청주청원구,주성로,28318,충청북도 청주시 청원구 주성로 279 1층 (주성동),043-212-0561,127.4970794,36.6705772
아이약국,충북,청주청원구,주성로,28318,충청북도 청주시 청원구 주성로 273 (주성동),043-221-8275,127.4967108,36.6705335
초지약국,경기,이천시,대평로,17343,경기도 이천시 대월면 대평로 192 (),031-632-4538,127.4967023,37.2236363
율량하나로약국,충북,청주청원구,충청대로,28318,충청북도 청주시 청원구 충청대로 176 (주성동),043-216-0055,127.4965208,36.6718634
하율약국,충북,청주청원구,충청대로,28318,충청북도 청주시 청원구 충청대로 174 (주성동),043-216-2122,127.4965175,36.6716574
문화약국,충남,금산군,인삼약초로,32739,충청남도 금산군 금산읍 인삼약초로 29-6 (금산읍),041-754-2054,127.4964537,36.101174
탄탄약국,충북,청주청원구,충청대로,28318,"충청북도 청주시 청원구 충청대로 168 102호 (주성동, 골든타임빌딩)",043-217-7251,127.496365,36.6710124
금산약국,충남,금산군,비단로,32738,충청남도 금산군 금산읍 비단로 181 (금산읍),041-751-3663,127.4962518,36.1037151
신우리약국,경기,양평군,시민로,12561,경기도 양평군 양평읍 시민로 40 (),031-775-7273,127.4960341,37.4902142
별약국,경기,양평군,시민로,12557,경기도 양평군 양평읍 시민로 37-1 (),031-771-7887,127.4959402,37.4905274
진약국,경기,양평군,시민로,12561,경기도 양평군 양평읍 시민로 36 1층,031-771-8140,127.4957684,37.4900627
다인약국,충북,청주청원구,충청대로,28325,"충청북도 청주시 청원구 충청대로 175 1층 (주중동, 혜성빌딩)",043-211-9574,127.4957497,36.6718324
지성약국,경기,양평군,시민로,12557,경기도 양평군 양평읍 시민로 37 (),031-771-1282,127.4957359,37.4905873
조아약국,충북,청주청원구,1순환로,28320,충청북도 청주시 청원구 1순환로 152 1층 101호 (율량동),043-211-7963,127.4956366,36.6646229
한국약국,충북,청주상당구,영운로,28712,충청북도 청주시 상당구 영운로 51 (영운동),043-256-1805,127.4955833,36.6199858
보은약국,충북,청주상당구,영운로,28712,충청북도 청주시 상당구 영운로 53 (영운동),043-225-4588,127.4954775,36.6202515
편한약국,충북,청주청원구,주성로,28325,충청북도 청주시 청원구 주성로 263 107-1호 (주중동),043-715-1782,127.4954771,36.6708869
양평태평양약국,경기,양평군,시민로,12561,경기도 양평군 양평읍 시민로 34 (),031-775-2739,127.4954708,37.4900902
부부약국,충북,청주상당구,영운로,28712,충청북도 청주시 상당구 영운로 55 (영운동),043-259-4621,127.4953871,36.6203461
신효성약국,충북,청주상당구,쇠내로,28736,충청북도 청주시 상당구 쇠내로 16 (금천동),043-222-2497,127.4953372,36.6244786
양평프라자온누리약국,경기,양평군,시민로,12557,경기도 양평군 양평읍 시민로 31-1 (양평읍),031-771-9300,127.4951788,37.4904065
제일편안한약국,경기,양평군,시민로,12557,경기도 양평군 양평읍 시민로 31 (),031-775-8118,127.4950759,37.4904286
대명약국,충북,청주상당구,쇠내로,28736,"충청북도 청주시 상당구 쇠내로 12 (금천동, 효성병원)",043-254-9592,127.4950545,36.6245564
고향약국,경기,가평군,한서로,12465,경기도 가평군 설악면 한서로 9 (설악면),031-584-1902,127.4950126,37.6767129
고마운약국,충북,청주서원구,분평로,28801,"충청북도 청주시 서원구 분평로 86 105호 (분평동, 로또빌딩)",043-287-7433,127.4949321,36.6081621
양평포도나무약국,경기,양평군,시민로,12557,경기도 양평군 양평읍 시민로 29 1층 (청해빌딩),031-772-2158,127.4947519,37.4903542
현대약국,경기,이천시,사동로,17338,경기도 이천시 대월면 사동로 171 (),031-636-1750,127.494667,37.2442413
유유약국,충북,청주청원구,충청대로,28320,충청북도 청주시 청원구 충청대로 114 홈플러스 (율량동),043-714-3013,127.4944952,36.6665608
메디팜영진약국,전남,순천시,삼산로,57935,전라남도 순천시 삼산로 102 1층 (용당동),061-752-2330,127.4944668,34.973208
오천온누리약국,전남,순천시,오천7길,57999,전라남도 순천시 오천7길 28 1층 105호 (오천동),061-746-4600,127.4942549,34.9351372
보물약국,충북,음성군,오태로,27666,충청북도 음성군 대소면 오태로 173 (),043-877-5977,127.4941723,36.9663369
시장약국,전남,순천시,장평로,57959,전라남도 순천시 장평로 53 (인제동),061-742-3777,127.4938375,34.9445679
감초온누리약국,경기,가평군,신천중앙로88번길,12465,경기도 가평군 설악면 신천중앙로88번길 1 (),031-585-1008,127.493773,37.6768947
모범약국,전남,순천시,삼산로,57936,전라남도 순천시 삼산로 103-11 1층 (용당동),061-752-2267,127.4937375,34.9739596
한길약국,충북,청주청원구,충청대로,28320,"충청북도 청주시 청원구 충청대로 98 105호 (율량동, 한길빌딩)",043-214-1536,127.4936331,36.6648701
아랫장약국,전남,순천시,팔마로,57959,전라남도 순천시 팔마로 48 1층 (인제동),061-741-2896,127.493522,34.9462286
새봄약국,경기,양평군,시민로,12562,경기도 양평군 양평읍 시민로 12 (양평읍),031-773-2163,127.4935204,37.4894214
유한약국,충북,청주청원구,안덕벌로,28502,충청북도 청주시 청원구 안덕벌로 46-2 (내덕동),043-214-2484,127.4934525,36.6576448
고은약국,충북,청주청원구,충청대로,28333,충청북도 청주시 청원구 충청대로 121 (율량동),043-211-6644,127.4934052,36.6674112
우리약국,충북,청주서원구,1순환로1137번길,28794,충청북도 청주시 서원구 1순환로1137번길 102 1층 (분평동),043-298-1002,127.4933238,36.6108671
진화약국,충북,청주청원구,율봉로,28326,충청북도 청주시 청원구 율봉로 217-2 (율량동),043-211-3990,127.4933096,36.6681548
미소약국,충북,청주상당구,대성로,28725,충청북도 청주시 상당구 대성로 29 (석교동),043-257-2599,127.4931592,36.6278624
양평시장약국,경기,양평군,시민로,12562,경기도 양평군 양평읍 시민로 10 10,031-773-8998,127.493098,37.489182
영약국,충남,금산군,인삼로,32740,충청남도 금산군 금산읍 인삼로 104 (금산읍),041-752-1463,127.4930975,36.1022437
원동약국,충북,청주청원구,안덕벌로,28502,충청북도 청주시 청원구 안덕벌로 40 (내덕동),043-213-6457,127.4930024,36.6575746
튼튼약국,경기,양평군,시민로,12562,경기도 양평군 양평읍 시민로 6-1 1층,031-775-6632,127.4928598,37.4889846
대웅약국,충북,청주서원구,월평로,28792,충청북도 청주시 서원구 월평로 69 (분평동),043-295-3227,127.4926761,36.6114223
나라약국,충북,청주상당구,단재로,28725,충청북도 청주시 상당구 단재로 19 (석교동),043-225-7799,127.4926702,36.6266548
백사온누리약국,경기,이천시,현방로,17312,경기도 이천시 백사면 현방로 78-1 (),031-694-8727,127.4923098,37.3395921
용한약국,경기,가평군,신천중앙로,12467,경기도 가평군 설악면 신천중앙로 103 (설악면),031-584-7322,127.4920977,37.6771473
봄약국,경기,이천시,경충대로,17332,경기도 이천시 부발읍 경충대로 2058 302호,031-638-4631,127.491982,37.2489152
영생약국,충북,청주상당구,대성로,28510,충청북도 청주시 상당구 대성로 169 (수동),043-256-2046,127.4918732,36.6403781
갑자약국,충북,청주상당구,영운로,28725,충청북도 청주시 상당구 영운로 165 (석교동),043-252-3883,127.49185,36.628182
100세약국,충북,청주상당구,상당로,28715,충청북도 청주시 상당구 상당로 10 1층 (서운동),043-223-2627,127.4915995,36.6290638
건강한약국,충북,청주상당구,용담로,28715,충청북도 청주시 상당구 용담로 6 (문화동),043-250-5455,127.4915143,36.632067
한솔약국,충남,금산군,비범로,32735,충청남도 금산군 금산읍 비범로 31 (성모병원),041-751-3449,127.4914442,36.1055749
신세계약국,충남,금산군,향군길,32735,충청남도 금산군 금산읍 향군길 17-1 (금산읍),041-752-5773,127.4914283,36.105906
아리랑약국,경기,이천시,경충대로2050번길,17332,경기도 이천시 부발읍 경충대로2050번길 15-87 1동 126호,031-637-9551,127.4913515,37.2518913
동일약국,충남,금산군,뒷담말길,32738,충청남도 금산군 금산읍 뒷담말길 22 (삼광빌딩),041-754-2428,127.4913335,36.1040254
백세약국,충남,금산군,비호로,32735,충청남도 금산군 금산읍 비호로 80 80,041-751-7578,127.491249,36.106486
동원약국,충북,청주청원구,충청대로,28493,충청북도 청주시 청원구 충청대로 53 1층 (내덕동),043-214-9855,127.4912092,36.6618866
장춘약국,충남,금산군,인삼로,32738,충청남도 금산군 금산읍 인삼로 85 (금산읍),041-753-0076,127.4911736,36.1029812
중앙약국,충북,청주상당구,상당로,28715,충청북도 청주시 상당구 상당로 40-2 (서운동),043-256-5868,127.491146,36.6317795
시장약국,충북,청주상당구,청남로,28711,충청북도 청주시 상당구 청남로 2196 (석교동),043-253-2233,127.4911361,36.6275857
대한약국,충북,청주상당구,상당로,28531,충청북도 청주시 상당구 상당로 7-1 (남문로1가),043-222-5670,127.4910751,36.6289879
율약국,충북,청주상당구,상당로,28516,충청북도 청주시 상당구 상당로 66 나보나스퀘어 2층 204호 (문화동),043-252-1212,127.4910624,36.6342723
오성약국,경기,양평군,역전길,12556,경기도 양평군 양평읍 역전길 24 1층,031-773-1177,127.4910576,37.492232
대성약국,경기,가평군,신천중앙로,12465,경기도 가평군 설악면 신천중앙로 118 (상가 102호),031-584-1050,127.4909875,37.6780301
행복한우리약국,충북,청주상당구,상당로,28531,충청북도 청주시 상당구 상당로 19 (남문로1가),043-225-0066,127.4909481,36.6300175
조선약국,충북,청주상당구,상당로,28516,충청북도 청주시 상당구 상당로 64-1 (문화동),043-223-7772,127.4908911,36.6340287
상당건강약국,충북,청주상당구,청남로,28711,충청북도 청주시 상당구 청남로 2194-2 (석교동),043-255-2243,127.4908431,36.6273291
정안약국,충북,청주상당구,상당로,28531,충청북도 청주시 상당구 상당로 37 (남문로1가),043-221-0322,127.4907665,36.6315363
해맑은미소약국,충북,청주상당구,청남로,28534,충청북도 청주시 상당구 청남로 2197 1층 (석교동),043-258-5522,127.4907626,36.6278353
상당약국,충북,청주상당구,무심동로336번길,28531,충청북도 청주시 상당구 무심동로336번길 138 1층 (남문로1가),043-221-2277,127.4907232,36.6317134
청주하나약국,충북,청주상당구,상당로,28531,충청북도 청주시 상당구 상당로 41 (문화동),043-259-4339,127.4906745,36.6319319
21세기약국,전남,순천시,팔마로,57959,전라남도 순천시 팔마로 22 (장천동),061-743-0307,127.4906501,34.9463371
종로약국,전남,순천시,우석2길,57959,전라남도 순천시 우석2길 55 1층 (장천동),061-743-3004,127.4906276,34.9456759
새연세약국,충남,금산군,비범로,32738,충청남도 금산군 금산읍 비범로 5 (),041-754-9095,127.4906118,36.1033114
삼일약국,충북,청주상당구,청남로,28534,충청북도 청주시 상당구 청남로 2195 (석교동),043-223-1320,127.4905868,36.6276393
심지약국,충남,금산군,건삼전3길,32740,충청남도 금산군 금산읍 건삼전3길 1 (금산읍),041-752-2211,127.4905598,36.102322
정래약국,충남,금산군,인삼로,32738,충청남도 금산군 금산읍 인삼로 79 (금산읍),041-751-2333,127.4905503,36.1031109
청주메디칼약국,충북,청주상당구,남사로,28530,충청북도 청주시 상당구 남사로 137 1층 (남문로2가),043-288-6548,127.4905497,36.6323128
정원약국,전남,순천시,장천3길,57960,전라남도 순천시 장천3길 1 1층 (장천동),061-742-1690,127.4905479,34.9479625
박약국,충북,청주상당구,상당로,28514,충청북도 청주시 상당구 상당로 112 101호 (북문로2가),043-225-0501,127.4904561,36.6381738
장현민약국,충북,청주상당구,상당로,28530,충청북도 청주시 상당구 상당로 47 103호 (남문로2가),043-221-2268,127.4903676,36.6326381
친절한김약국,전남,순천시,삼산로,57936,전라남도 순천시 삼산로 61 1층 5호 (용당동),061-753-8662,127.4903078,34.9722606
이천고은약국,경기,이천시,경충대로,17332,경기도 이천시 부발읍 경충대로 2096-4 208호 (닉스타임),031-636-2050,127.490306,37.2521023
백화점약국,충남,금산군,후곤천길,32735,충청남도 금산군 금산읍 후곤천길 73 디엔에스 프라자 1층,041-754-3652,127.4902823,36.1056877
새동신약국,충북,청주상당구,상당로,28510,충청북도 청주시 상당구 상당로 150 (북문로2가),043-256-1130,127.4900409,36.6416308
분평푸른약국,충북,청주서원구,1순환로1107번길,28800,"충청북도 청주시 서원구 1순환로1107번길 42 (분평동, 대상테마빌딩)",043-262-6277,127.4899718,36.608314
이수약국,경기,이천시,경충대로,17332,경기도 이천시 부발읍 경충대로 2100 (),031-635-0907,127.4899559,37.2525956
청담약국,충남,금산군,인삼로,32740,충청남도 금산군 금산읍 인삼로 76 104호 (스마트블루),070-7721-6283,127.4899391,36.1027105
삼장약국,충북,청주상당구,청남로,28534,충청북도 청주시 상당구 청남로 2183 (석교동),043-256-5127,127.489921,36.6267537
해바라기약국,충북,청주서원구,1순환로1107번길,28800,"충청북도 청주시 서원구 1순환로1107번길 20 115호 (분평동,해피존)",043-296-4771,127.4898714,36.6072661
삼남약국,충남,금산군,비선길,32740,충청남도 금산군 금산읍 비선길 31 (금산읍),041-754-4742,127.4898381,36.101818
동아약국,전남,순천시,팔마로,57959,전라남도 순천시 팔마로 12-1 (장천동),061-744-2230,127.489755,34.946533
국민약국,충남,금산군,인삼로,32738,충청남도 금산군 금산읍 인삼로 71 (금산읍),041-751-0057,127.4896902,36.1032101
금빛약국,충남,금산군,비선길,32740,충청남도 금산군 금산읍 비선길 71-16 신협 2층,041-751-5687,127.4896691,36.1020885
청주온누리약국,충북,청주상당구,상당로69번길,28530,충청북도 청주시 상당구 상당로69번길 15 1층 (북문로1가),043-252-7869,127.4896585,36.6342569
장수약국,충남,금산군,금산로,32735,충청남도 금산군 금산읍 금산로 1484 지상1층 1호 장수약국,041-751-7576,127.4895974,36.1060206
청주약국,충북,청주상당구,무심동로336번길,28531,충청북도 청주시 상당구 무심동로336번길 119 (남문로2가),043-256-3961,127.4894984,36.6317143
신세계약국,충북,청주서원구,1순환로1107번길,28799,충청북도 청주시 서원구 1순환로1107번길 39 (분평동),043-292-5523,127.489373,36.6081297
보민약국,충북,청주서원구,분평로,28799,충청북도 청주시 서원구 분평로 36 (분평동),043-293-5757,127.4893461,36.6083375
가든약국,전남,순천시,장명로,57956,전라남도 순천시 장명로 47 (장천동),061-743-7665,127.4892267,34.9511501
고려약국,충남,금산군,금산로,32736,충청남도 금산군 금산읍 금산로 1483 1483,041-751-4819,127.4891644,36.1061909
종로약국,경기,양평군,양근로,12555,경기도 양평군 양평읍 양근로 174-1 (양평읍),031-771-4777,127.4890961,37.4905332
푸른약국,충남,금산군,금산로,32736,충청남도 금산군 금산읍 금산로 1485 푸른 약국,041-751-1108,127.4890078,36.1063661
시민약국,충남,금산군,인삼로,32738,충청남도 금산군 금산읍 인삼로 65 (금산읍),751-8600,127.4889315,36.1033688
우신약국,충남,금산군,금산로,32737,충청남도 금산군 금산읍 금산로 1473 (금산읍),041-754-3252,127.4888937,36.1053516
새안약국,충남,금산군,금산로,32737,충청남도 금산군 금산읍 금산로 1467 (금산읍),041-752-7575,127.4887926,36.1047544
이화약국,전남,순천시,우석로,57958,전라남도 순천시 우석로 98 (남정동),061-742-0250,127.4887266,34.9374325
율량큰사랑약국,충북,청주청원구,율봉로,28327,충청북도 청주시 청원구 율봉로 179 (율량동),043-211-0926,127.4887251,36.6689512
동신약국,충북,청주상당구,중앙로,28545,충청북도 청주시 상당구 중앙로 5-2 (북문로2가),043-256-2413,127.4887242,36.6376916
메디팜금산약국,충남,금산군,후곤천길,32737,충청남도 금산군 금산읍 후곤천길 58 (),041-752-2486,127.4886336,36.105996
새남들약국,충북,청주서원구,청남로,28702,충청북도 청주시 서원구 청남로 2140 (모충동),043-288-3687,127.4886277,36.6229261
형수당약국,충남,금산군,금산로,32740,충청남도 금산군 금산읍 금산로 1442-1 (금산읍),041-752-3263,127.4885088,36.102429
청주밝은미소약국,충북,청주상당구,상당로91번길,28525,충청북도 청주시 상당구 상당로91번길 38-8 1층 (북문로1가),043-222-8822,127.4884464,36.6365022
안일약국,충북,청주청원구,상당로,28479,충청북도 청주시 청원구 상당로 295-1 (내덕동),043-253-8999,127.4883873,36.6547768
큰희망약국,충북,청주청원구,상당로,28479,충청북도 청주시 청원구 상당로 291 (내덕동),043-222-9114,127.488338,36.6545459
대영약국,충북,청주청원구,상당로,28479,충청북도 청주시 청원구 상당로 301-1 (내덕동),043-256-0722,127.4882849,36.6553244
약손약국,충북,청주청원구,새터로,28489,충청북도 청주시 청원구 새터로 3 (내덕동),043-256-8522,127.4882271,36.6540514
주성건강약국,충북,청주청원구,상당로,28479,충청북도 청주시 청원구 상당로 307 1층 (내덕동),043-223-9771,127.4882083,36.6558451
영흥약국,충북,청주청원구,상당로,28479,충청북도 청주시 청원구 상당로 295-3 (내덕동),043-258-2345,127.48819,36.6547552
대유약국,충북,청주서원구,청남로,28676,충청북도 청주시 서원구 청남로 2147 (모충동),043-298-7373,127.4881429,36.6238101
삼성약국,충북,청주청원구,중앙로,28479,충청북도 청주시 청원구 중앙로 213 (내덕동),043-256-2540,127.4879716,36.6562363
미소온누리약국,전남,순천시,중앙로,57956,"전라남도 순천시 중앙로 4 1층 (장천동, 순천장례식장)",061-746-7901,127.4879548,34.9473527
한마음약국,경기,이천시,무촌로,17324,경기도 이천시 부발읍 무촌로 139 (),031-632-6885,127.4879337,37.2844655
남들약국,충북,청주서원구,청남로,28704,충청북도 청주시 서원구 청남로 2116 (모충동),043-283-9026,127.4878799,36.6209715
백제약국,충북,청주서원구,청남로,28704,충청북도 청주시 서원구 청남로 2114 (모충동),043-283-8212,127.4878721,36.6208104
국제약국,전남,순천시,중앙1길,57956,전라남도 순천시 중앙1길 4 국제약국 1층 (장천동),061-745-5544,127.4877248,34.9478093
부발약국,경기,이천시,무촌로,17324,경기도 이천시 부발읍 무촌로 124 (),031-634-4486,127.4877058,37.2829844
하늘약국,충북,청주상당구,사직대로,28545,충청북도 청주시 상당구 사직대로 363 (북문로2가),043-222-0202,127.4877003,36.637027
나도약국,충북,청주상당구,사직대로362번길,28525,충청북도 청주시 상당구 사직대로362번길 1 (북문로1가),043-256-5710,127.487692,36.6366514
큰녹십자약국,전남,순천시,중앙로,57956,전라남도 순천시 중앙로 8-1 (장천동),061-742-6010,127.4876765,34.9476455
박약국,전남,순천시,환선로,57938,전라남도 순천시 환선로 128 (석현동),061-752-0332,127.4875307,34.9668423
일오약국,충북,청주청원구,직지대로,28535,충청북도 청주시 청원구 직지대로 878 (우암동),043-256-1515,127.4873264,36.6506902
